asof_date,team_id,team_name,player_id,player_name,injury_id,desc,status,comment,start_date,update_date,bronze_file,event_date,issue_class,tokens,evidence_dt,source,episode_id
2026-05-07,4f57ec40-0d35-4b59-bea0-9d040f0d2292,Golden State Valkyries,fa77631a-be09-4fe7-8a82-447d73513e52,Justė Jocytė,f98aa281-043f-44ba-a7d2-6f6e23e10fe5,Not Injury Related ,Out,The Golden State Valkyries temporarily suspended G-F Just? Jocyt?'s contract due to overseas obligations.,2026-05-07,2026-05-07,daily_injuries__2026-05-07__20260510T001550Z.json,2026-05-07,injury_medical,,2026-05-07 00:00:00+00:00,daily_update,"fa77631a-be09-4fe7-8a82-447d73513e52_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-07,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,Seattle Storm,9889ae49-a1bc-400c-a4a7-1dd3509f41f9,Awa Fam,96f64c32-a031-496a-9380-5301d5b3b706,Not Injury Related,Out,The Seattle Storm temporarily suspended C Awa Fam's contract due to overseas commitment.,2026-04-28,2026-05-07,daily_injuries__2026-05-07__20260510T001550Z.json,2026-05-07,injury_medical,,2026-05-07 00:00:00+00:00,daily_update,"9889ae49-a1bc-400c-a4a7-1dd3509f41f9_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-07,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,Seattle Storm,29a8b1d2-db3b-4035-a635-9d559bc51a8a,Katie Lou Samuelson,f0a59897-c8ef-4d37-873d-0af8452b675b,Knee,Out,"The Storm said that Lou Samuelson has no timetable for a return to action, per Madisyn Cunningham of Winsidr.",2026-04-20,2026-05-07,daily_injuries__2026-05-07__20260510T001550Z.json,2026-05-07,injury_medical,knee,2026-05-07 00:00:00+00:00,daily_update,"29a8b1d2-db3b-4035-a635-9d559bc51a8a_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-07,a015b02d-845c-40c1-8ef4-844984f47e4d,Connecticut Sun,817be612-8b36-41b8-950f-1a675564323e,Leila Lacan,c5f01bae-2a6c-47c3-8fbd-d9e8fcc96ca9,Not Injury Related,Out,The Sun said on Thursday (May 7) that G Leila Lacan's contract is temporarily suspended due to an overseas commitment.,2026-05-05,2026-05-07,daily_injuries__2026-05-07__20260510T001550Z.json,2026-05-07,injury_medical,,2026-05-07 00:00:00+00:00,daily_update,"817be612-8b36-41b8-950f-1a675564323e_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-07,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,26c2f575-8b8d-44de-a3ca-ccbfac38b598,Cotie McMahon,f94c23fa-a76e-4b0f-817b-a911537e8c65,Elbow,Out,The Mystics said on Thursday (May 7) that McMahon will miss at least 1 week.,2026-05-07,2026-05-07,daily_injuries__2026-05-07__20260510T001550Z.json,2026-05-07,injury_medical,elbow|illness,2026-05-07 00:00:00+00:00,daily_update,"26c2f575-8b8d-44de-a3ca-ccbfac38b598_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-08,6f017f37-be96-4bdc-b6d3-0a0429c72e89,Minnesota Lynx,a4d323e8-eea6-49b4-91f2-7edd99b2fa68,Dorka Juhász,5ff47f2c-f746-46db-9e97-a0e328dbe1c6,Foot,Out,The Lynx announced that Juhasz has a mid-foot sprain and has no timetable for her return.,2026-05-05,2026-05-08,daily_injuries__2026-05-08__20260510T001552Z.json,2026-05-08,injury_medical,foot,2026-05-08 00:00:00+00:00,daily_update,"a4d323e8-eea6-49b4-91f2-7edd99b2fa68_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T001554Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T001554Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T001554Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T192629Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T192629Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T192629Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T193918Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T193918Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
2026-05-09,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Washington Mystics,4d70f9da-972d-4903-b9e5-d4d4aaa0a91d,Michaela Onyenwere,6e6b5721-7b07-4835-84ed-054eedf1adc3,Leg,Out,The Mystics said that Onyenwere is OUT for Sunday's (May 10) game versus the Liberty.,2026-05-09,2026-05-09,daily_injuries__2026-05-09__20260510T193918Z.json,2026-05-09,injury_medical,leg,2026-05-09 00:00:00+00:00,daily_update,"4d70f9da-972d-4903-b9e5-d4d4aaa0a91d_6     1
19    1
20    1
21    1
22    1
0     1
23    1
24    1
14    1
25    1
26    1
12    1
27    1
28    1
29    1
30    1
31    1
32    1
8     1
33    1
16    1
17    1
18    1
34    1
5     1
35    1
36    1
37    1
38    1
39    1
2     1
13    1
3     1
7     1
40    1
41    1
42    1
11    1
1     1
15    1
43    1
44    1
45    1
9     1
46    1
47    1
48    1
10    1
4     1
Name: episode_num, dtype: object"
